omitted_animal,n_combined_exposure,n_oxygen_control,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,scenario_order,scenario,is_full_cohort,fdr_lt_0_05,nes_rank_descending,nes_rank_ascending,absolute_nes_rank
C3,3,2,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,136,-0.34839982578653006,-1.5877053813886894,0.00133966350944337,0.00558193128934738,0.00317288725920798,2307,"tags=30%, list=17%, signal=25%",Jak2/Was/Cd40/Abi1/Eif3j1/Il1b/Lcp2/Cdkn2a/Map4k1/Tlr6/Srgn/Ccl7/Brca1/Fas/Ifnar2/Prkcg/Cd47/Rps3a1/H2-Aa/Ncf4/H2-Ob/Il18/Map3k7/Ccnd2/Ltb/Gpr65/Ccr5/Lyn/Ccr1/Ccnd3/Cd86/Il2rg/Cxcl13/Cxcl9/Ccl5/Ly86/B2m/Il6/Nlrp3/Csf1/Klrd1,4,Omit C3,FALSE,TRUE,38,13,15
C3,3,2,HALLMARK_COAGULATION,HALLMARK_COAGULATION,85,-0.3617462459623109,-1.5348521367098,0.01000003543379735,0.02941186892293338,0.01671832549303582,1758,"tags=25%, list=13%, signal=22%",Ctso/Furin/Adam9/Thbs1/Anxa1/C3/F3/Cpq/Casp9/Cfh/Lamp2/Serpine1/Maff/S100a13/Gng12/Lrp1/Klf7/Gp9/Plek/Plau/Ang,4,Omit C3,FALSE,TRUE,37,14,16
C3,3,2,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,166,-0.3144920175124873,-1.4808059518164058,0.00265040436620584,0.01019386294694557,0.00579440630668485,2363,"tags=27%, list=18%, signal=23%",Gadd45b/Mapkapk2/Tgm2/Socs2/Gbp3/Amacr/Hipk2/Tnfrsf1b/Snx14/Ikzf2/Furin/Plec/Odc1/Cish/Sh3bgrl2/Rhoh/Casp3/Swap70/P4ha1/Igf1r/Gpx4/Rora/Ccnd2/Ltb/Huwe1/Maff/Gpr65/Slc2a3/Batf/Ahr/Bmpr2/Rragd/Ccnd3/Glipr2/Cd86/Itgav/Smpdl3a/Dennd5a/Nfil3/Tlr7/Pim1/Cd44/Csf1/Cd83/Cxcl10,4,Omit C3,FALSE,TRUE,36,15,17
C3,3,2,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,27,-0.44605168970510906,-1.456374597380397,0.05208333333333333,0.10850694444444446,0.06167763157894739,843,"tags=22%, list=6%, signal=21%",Notch2/Psenen/Rbx1/Tcf7l2/Prkca/St3gal6,4,Omit C3,FALSE,FALSE,35,16,18
C3,3,2,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,70,-0.3522114310795429,-1.4547164161876571,0.03435665264349108,0.08526745526259606,0.04846781667558093,480,"tags=14%, list=4%, signal=14%",Ccr1/Il2rg/Cxcl13/Cxcl9/Pim1/Cd44/Il6/Csf1/Cd14/Cxcl10,4,Omit C3,FALSE,FALSE,34,17,19
C3,3,2,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,92,-0.3382699176781397,-1.448195230947861,0.01680823977285521,0.04423220992856635,0.02514251932781666,3454,"tags=37%, list=26%, signal=27%",Lman1/Sec31a/Ap2b1/Gosr2/Tpd52/M6pr/Copb1/Cltc/Uso1/Copb2/Gla/Galc/Arcn1/Cln5/Tmed10/Cog2/Clta/Ap3s1/Scamp1/Mapk1/Dnm1l/Abca1/Snap23/Sod1/Bnip3/Lamp2/Sec22b/Bet1/Rer1/Atp7a/Rps6ka3/Anp32e/Adam10/Dst,4,Omit C3,FALSE,TRUE,33,18,20
C3,3,2,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,183,-0.29092174545502425,-1.3833622711454134,0.00784680846322595,0.02452127644758111,0.013938409770204,2170,"tags=26%, list=16%, signal=22%",Ankra2/Epha2/Sesn1/Cdkn2a/Ip6k2/Ercc5/Pmm1/Stom/Zmat3/Perp/Fas/Abhd4/Tnfsf9/Ccng1/Gm2a/Slc7a11/Bax/Mknk2/H2aj/Cd82/Hint1/Ddit4/Ccnd2/Pvt1/Txnip/Tgfa/H2ac25/Rpl36/Vamp8/Ninj1/Ptpn14/Cebpa/Rps27l/Cdkn2b/Btg1/Ccnd3/Sat1/Rb1/Foxo3/Zfp36l1/Il1a/Klf4/S100a10/Zbtb16/S100a4/Pitpnc1/Rnf19b/H1f2,4,Omit C3,FALSE,TRUE,32,19,21
C3,3,2,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,32,0.37828660909785694,1.310455517804687,0.1213872832369942,0.2167630057803468,0.1232126559172498,2790,"tags=41%, list=21%, signal=32%",Myc/Ptch1/Ppard/Axin1/Skp2/Kat2a/Psen2/Ncstn/Nkd1/Gnai1/Trp53/Jag1/Dvl2,4,Omit C3,FALSE,FALSE,3,48,22
C3,3,2,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,165,0.2670968462218375,1.2735580296812052,0.04911107481691179,0.10676320612372128,0.0606864540071679,1609,"tags=25%, list=12%, signal=22%",Socs1/Mthfd2/Irf9/Ptpn6/Ifit2/Dhx58/Trim21/Rapgef6/Ogfr/Irf1/Eif2ak2/Usp18/Tor1b/Mvp/Rtp4/Stat2/Cmpk2/Pla2g4a/Irf8/Tap1/Znfx1/Irf7/Parp14/Auts2/Trim14/Lgals3bp/Adar/Oasl1/Xaf1/Ifit3/Trafd1/Rnf31/Ifitm3/Zbp1/Rnf213/Stat1/Sp110/Ifih1/Isg15/Pml/Rsad2,4,Omit C3,FALSE,FALSE,4,47,23
C3,3,2,HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,189,-0.26534604081208335,-1.272712877906487,0.03898911816533474,0.08861163219394261,0.05036871724708317,2004,"tags=24%, list=15%, signal=21%",H2ax/Knl1/Ndc80/Efna5/Cdkn3/Tfdp1/Sap30/Hmmr/Numa1/Odc1/Smarcc1/Katna1/Nusap1/Kif22/Xpo1/H2az1/Syncrip/H2az2/Rad54l/Rad21/Prc1/Pttg1/Prim2/Stag1/Ccnb2/Pafah1b1/Birc5/Notch2/Smc4/Marcks/Bub1/Cul3/Cdk1/Racgap1/Snrpd1/Lig3/Cenpa/Kif23/Cenpf/Stmn1/Top2a/Pbk/Ccna2/Mki67/Tle3/Ube2c,4,Omit C3,FALSE,FALSE,31,20,24
C3,3,2,HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,197,0.26399781261599486,1.272249581381716,0.03581233121029034,0.08526745526259606,0.04846781667558093,1813,"tags=21%, list=14%, signal=19%",Myc/Mcm7/Mthfd2/Mcm2/Mcm5/Mcm6/Hells/Tcf19/Timeless/Gins1/Nop56/Pola2/Rad50/Rpa2/Mcm4/Mcm3/Pop7/Lig1/Tubb5/Tbrg4/Cdc25a/Hus1/Orc6/Ddx39a/Rfc1/Pan2/Xrcc6/Nasp/Nolc1/Jpt1/Rad51ap1/Pold1/Suv39h1/Dscc1/Cdk4/Ung/Slbp/Tipin/Rfc2/Ccp110/Rfc3/Phf5a,4,Omit C3,FALSE,FALSE,5,46,25
C3,3,2,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,141,-0.2704159498067344,-1.2403667563581111,0.09881422924901186,0.182989313424096,0.1040149781568546,1802,"tags=20%, list=14%, signal=17%",Perp/Dlg5/Chpt1/Cish/Aldh3a2/Farp1/Fkbp5/Aff1/S100a9/Cox6c/Dynlt3/Opn3/Jak1/Areg/Plaat3/Batf/Pdcd4/Arl3/Tspan13/Btg3/Top2a/Dnajc12/Car12/Abhd2/Klf4/Tpbg/Cd44/Id2,4,Omit C3,FALSE,FALSE,30,21,26
C3,3,2,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,192,-0.2538157398867473,-1.2206671255810742,0.07763401109057301,0.15526802218114602,0.08825761260823038,2564,"tags=27%, list=19%, signal=22%",Psmc6/Mad2l1/Acp1/Cdc20/Kars1/Hprt1/Eif3j1/Rps3/Cstf2/Psmc4/Nap1l1/Ap3s1/Snrpb2/Canx/Snrpd2/Ube2e1/Glo1/Ywhaq/Tfdp1/Fam120a/Odc1/Smarcc1/Pwp1/Psmd8/Psma6/Snrpg/Eif4e/Rps10/Hspe1/Ywhae/Xpo1/Phb1/H2az1/Psma2/Syncrip/Eef1b2/Prps2/Hnrnpa3/Vdac3/Hnrnpr/Erh/Vbp1/Snrpd1/Txnl4a/Pgk1/Rpl22/Ssbp1/Cbx3/Ccna2/Ndufab1/Hnrnpc/Ifrd1,4,Omit C3,FALSE,FALSE,29,22,27
C3,3,2,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,194,-0.25175542649679533,-1.211348373959672,0.08955223880597014,0.1722158438576349,0.09789111124539247,2693,"tags=25%, list=20%, signal=20%",Kif20b/Kif15/Cd2ap/Kif11/Flnb/Ranbp9/Pcm1/Cdc27/Pkd2/Abi1/Rock1/Cdc42bpa/Ndc80/Klc1/Myh9/Arhgef12/Numa1/Stk38l/Katna1/Nusap1/Kif22/Ywhae/Arf6/Farp1/Dlg1/Synpo/Cdc42/Prc1/Ccnb2/Pafah1b1/Birc5/Notch2/Smc4/Epb41l2/Marcks/Bub1/Cdk1/Rab3gap1/Racgap1/Kif23/Dync1h1/Vcl/Epb41/Ssh2/Cenpf/Dock4/Dst/Top2a/Ezr,4,Omit C3,FALSE,FALSE,28,23,28
C3,3,2,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,145,-0.25865570834211304,-1.192549045381041,0.136986301369863,0.22094564737074676,0.12559015745284555,2025,"tags=23%, list=15%, signal=20%",Polr2a/Gsdme/Ercc5/Polr2h/Polr2c/Pole4/Polr3gl/Polr2j/Nme4/Taf12/Gtf2h3/Arl6ip1/Ago4/Dguok/Supt4a/Polb/Dctn4/Gpx4/Gtf2h5/Polr2i/Cetn2/Rad52/Sdcbp/Rala/Gtf2a2/Dad1/Cox17/Rbx1/Polr1h/Eif1b/Rpa3/Polr2g/Polr2k/Pde4b,4,Omit C3,FALSE,FALSE,27,24,29
C3,3,2,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,185,-0.2458689533321559,-1.1769965275270209,0.1266540642722117,0.2183690763313995,0.12412558023047976,1966,"tags=21%, list=15%, signal=18%",Enpp2/Ptger3/Sult1a1/Stom/Cmpk1/Aplp2/Gpd2/Gbe1/Abca1/Uqcrq/C3/Sod1/Ndufb7/Dld/Sowahc/Dhrs7b/Cox7b/Ltc4s/Atp1b3/Dhrs7/Gpx4/Atl2/Cox8a/Agpat3/Ppm1b/Cd302/Chchd10/Bcl6/Uqcr10/Scp2/Pfkl/Dnajc15/Sqor/Pdcd4/Lifr/Ndufa5/Aldoa/Ndufab1/Apoe,4,Omit C3,FALSE,FALSE,26,25,30
C3,3,2,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,162,-0.2486418420253162,-1.1675007060359046,0.13582677165354332,0.22094564737074676,0.12559015745284555,1697,"tags=20%, list=13%, signal=18%",Sap30/Prps1/Hmmr/Nsdhl/Txn1/Eno2/Sod1/Glrx/Dld/Slc35a3/P4ha1/Ddit4/Bpnt1/Vegfa/Tgfa/Cdk1/Cxcr4/Pfkp/Cenpa/Cyb5a/Rragd/Tpi1/Mertk/Pgk1/Aldoa/Stmn1/Pgam1/Irs2/Tpbg/Cd44/B4galt1/Ang/Mif,4,Omit C3,FALSE,FALSE,25,26,31
C3,3,2,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,167,-0.2463404564930784,-1.1615316799736033,0.15520628683693516,0.2425098231827112,0.1378476889670148,3012,"tags=27%, list=23%, signal=21%",Mfhas1/Atg4a/Mxi1/Xk/Ccdc28a/Mpp1/Kat2b/Map2k3/Atp6v0a1/Ctse/Mocos/Uros/Acsl6/Cdc27/Kdm7a/Tfdp2/Nnt/Cpox/Ucp2/Mark3/Tfrc/Pdzk1ip1/Tcea1/Ackr1/Marchf8/Xpo7/Slc2a1/Arhgef12/C3/Ncoa4/Slc7a11/Mkrn1/Lamp2/Tent5c/AK157302/Sdcbp/Ccnd3/Epb41/Lpin2/Bach1/Ell2/Foxo3/H1f0/Bmp2k/Picalm,4,Omit C3,FALSE,FALSE,24,27,32
C3,3,2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,95,-0.2551880967544064,-1.1008823686220084,0.2718052738336714,0.4118261724752597,0.23409066645962137,2704,"tags=25%, list=20%, signal=20%",Map2k3/Rptor/Rac1/Nfkbib/Grb2/Cdkn1a/Cdkn1b/Arpc3/Slc2a1/Mapk1/Eif4e/Mknk2/Map2k6/Pla2g12a/Cab39l/Map3k7/Camk4/Rps6ka3/Cdk1/Cxcr4/Il2rg/Gsk3b/Actr2/Pten,4,Omit C3,FALSE,FALSE,23,28,33
C3,3,2,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,129,-0.23657055436143384,-1.070109183939147,0.312,0.4517453798767967,0.25678158435102133,3476,"tags=33%, list=26%, signal=25%",Elovl5/Acsl1/Hsdl2/Eci2/Idh3g/Hadhb/Hsp90aa1/Kmt5a/Hmgcl/Cd36/Mcee/Eno3/Hsd17b11/Hibch/Hmgcs1/Bphl/Uros/Idi1/Suclg2/D2hgdh/Hsd17b10/Cpox/Ywhah/Rap1gds1/Gpd2/Ostc/Nsdhl/Cbr3/Odc1/Eci1/Sdha/Aldh3a2/Eno2/Dld/Sdhd/H2az1/Ltc4s/Auh/Serinc1/Glul/Aldoa/S100a10/Mif,4,Omit C3,FALSE,FALSE,22,29,34
C3,3,2,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,29,-0.31640232884627106,-1.0599099088734243,0.375,0.5067567567567568,0.28805120910384074,841,"tags=14%, list=6%, signal=13%",Myh9/Vegfa/Ets2/Tle3,4,Omit C3,FALSE,FALSE,21,30,35
C3,3,2,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,122,-0.23765000009963283,-1.0596852294843755,0.3162217659137577,0.4517453798767967,0.25678158435102133,2290,"tags=30%, list=17%, signal=25%",Atrx/Grk5/Amph/Ythdc1/Anxa4/Phf3/Atp2c1/Dlc1/Scn8a/Prkce/Atp2b1/Sri/Sipa1l1/Wdr37/Cdkn1b/Spop/Mrps31/Atxn1/Cdc42bpa/Pik3cd/F3/Dlg1/Dusp1/Adgrl2/Runx1/Igf1r/Serpine1/Notch2/Anxa2/Smad7/Nfkb1/Dyrk1a/Map1b/Tjp1/Pmp22/Prkca/Pten,4,Omit C3,FALSE,FALSE,20,31,36
C3,3,2,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,146,-0.22760176603684704,-1.046474141007475,0.33532934131736525,0.4657351962741184,0.2647336905137095,2379,"tags=23%, list=18%, signal=19%",Snx24/Tgm2/Jak2/Pmaip1/Nav2/Rasgrp1/Scnn1a/Slc39a6/Ablim1/Adcy9/Slc2a1/Chpt1/Cish/P2ry2/Farp1/Fkbp5/Aff1/Med13l/Igf1r/Dynlt3/Opn3/Mlph/Areg/Plaat3/Arl3/Ugcg/Sh3bp5/Car12/Abhd2/Klf4/Tpbg/Cd44/B4galt1,4,Omit C3,FALSE,FALSE,19,32,37
C3,3,2,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,138,-0.22317080672168724,-1.0205216747001702,0.3874755381604697,0.5098362344216706,0.28980164903968647,1092,"tags=12%, list=8%, signal=11%",Dhrs7/Ssr3/Serpine1/Marchf6/Npc1/Ninj1/Sar1b/Cyb5a/Lpin2/Gch1/Pgrmc1/Spint2/Apoe/Ets2/Man1a/Gcnt2/Id2,4,Omit C3,FALSE,FALSE,18,33,38
C3,3,2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,46,-0.2723920565321851,-1.0187715215158974,0.41140529531568226,0.5274426863021567,0.2998095269506997,2409,"tags=28%, list=18%, signal=23%",Glrx2/Lsp1/Ndufa6/Txn1/Sod1/Glrx/Atox1/Gpx4/Txnrd1/Lamtor5/Pfkp/Sbno2/Srxn1,4,Omit C3,FALSE,FALSE,17,34,39
C3,3,2,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,136,-0.21897805071614376,-0.9979127536678252,0.4393638170974155,0.5492047713717694,0.31217955425342686,2205,"tags=21%, list=17%, signal=18%",Grina/Cebpg/Rasgrp1/Msx1/Tfrc/Eif2s3x/H2ax/Ago2/Sult1a1/Polr2h/Furin/Nptxr/Eno2/Ggh/Casp3/Hspa13/Atp6v1f/Lyn/Cdkn2b/Rab27a/Btg1/Ccnd3/Igfbp2/Aldoa/Btg3/Gch1/Il6/Fosb/Nr4a1,4,Omit C3,FALSE,FALSE,16,35,40
C3,3,2,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,83,-0.2356904882479024,-0.99629462484792,0.4552845528455284,0.5552250644457664,0.31560161557969885,2699,"tags=24%, list=20%, signal=19%",Hsd17b11/Gnmt/Slc23a2/Idi1/Amacr/Atxn1/Hacl1/Abca5/Abcd3/Abca1/Pex7/Sod1/Pex13/Npc1/Abca9/Bcar3/Pex1/Scp2/Fads1/Ttr,4,Omit C3,FALSE,FALSE,15,36,41
C3,3,2,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,24,0.3069244812624206,0.9768446466678322,0.482421875,0.5743117559523809,0.3264508928571429,1311,"tags=25%, list=10%, signal=23%",Lpl/Nrp1/Spp1/Pglyrp1/Pdgfa/Postn,4,Omit C3,FALSE,FALSE,6,45,42
C3,3,2,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,92,-0.22711321651882072,-0.9723131140521166,0.4939271255060729,0.5743338668675266,0.3264634611668046,1856,"tags=20%, list=14%, signal=17%",Dtnb/Ptprj/Prkn/Cpeb3/Edn1/Selenop/Slc5a5/Synpo/Slc16a7/Tent5c/Nr4a2/Ccdc106/Copz2/Skil/Igfbp2/Kcne2/Kmt2d/Zbtb16,4,Omit C3,FALSE,FALSE,14,37,43
C3,3,2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,107,0.21450180223952345,0.9610651097845344,0.5454545454545454,0.6060606060606061,0.3444976076555024,2648,"tags=23%, list=20%, signal=19%",Mthfd2/Psat1/Nop56/Aldh18a1/Eef2/Iars1/Arfgap1/Wipi1/Rrp9/Nolc1/Lsm1/Sdad1/Exosc2/Chac1/Asns/Srpra/Tars1/Tatdn2/Edc4/Eif4a2/Exosc5/Slc7a5/Exosc1/Preb/Nop14,4,Omit C3,FALSE,FALSE,7,44,44
C3,3,2,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,17,-0.3280567514974306,-0.943562508705723,0.5300429184549357,0.6023214982442452,0.3423722200546236,910,"tags=18%, list=7%, signal=16%",Sec11a/Stxbp1/Srp14,4,Omit C3,FALSE,FALSE,13,38,45
C3,3,2,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,149,-0.1989878165416394,-0.9201565671435,0.6653543307086615,0.707823756073044,0.4023419245046778,1717,"tags=15%, list=13%, signal=13%",Myh9/Adam9/Tmem8b/Ctnna1/Myl12b/Syk/Pkd1/Ptk2/Actb/Pik3cb/Dlg1/Arhgef6/Itga9/Epb41l2/Jam3/Vcl/Cd86/Sgce/Tjp1/B4galt1/Vcam1/Pten,4,Omit C3,FALSE,FALSE,12,39,46
C3,3,2,HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,192,-0.19034534260037023,-0.9154211725538086,0.7153419593345656,0.7299407748311894,0.4149137035882551,2445,"tags=28%, list=19%, signal=23%",Dapp1/M6pr/Cyb5b/Plk1/Ppia/Atp2a2/Ufm1/Uso1/Atp5mc1/Nampt/Gla/Map2k3/Hmgcs1/Psmc6/Idi1/Nfkbib/Cdkn1a/Hprt1/Hspa4/Psmc4/Tfrc/Tcea1/Egln3/Ero1a/Ebp/Canx/Slc2a1/Psmg1/Gbe1/Ccng1/Hspe1/Slc7a11/Glrx/P4ha1/Ddit4/Uchl5/Sec11a/Txnrd1/Rab1a/Psma3/Bub1/Slc2a3/Cxcr4/Pfkl/Tpi1/Gsk3b/Pgk1/Aldoa/Fads1/Nfil3/Actr2/Tes/Ifrd1,4,Omit C3,FALSE,FALSE,11,40,47
C3,3,2,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,86,-0.21410595008765648,-0.9108946251203208,0.6356435643564357,0.6909169177787343,0.3927317216847544,3516,"tags=31%, list=27%, signal=23%",Bcl10/Elovl5/Acsl1/Eci2/Sod2/Cln8/Slc25a17/Ercc1/Hmgcl/Slc25a19/Fis1/Hsd17b11/Itgb1bp1/Abcb9/Slc23a2/Idi1/Abcc5/Ywhah/Atxn1/Abcd3/Smarcc1/Sod1/Pex13/Scp2/Fads1/Top2a/Ttr,4,Omit C3,FALSE,FALSE,10,41,48
C3,3,2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,65,0.21520727491602257,0.8733599709452494,0.7114624505928854,0.7299407748311894,0.4149137035882551,1468,"tags=17%, list=11%, signal=15%",Lpl/Gusb/Tmem97/Chka/Fdft1/Niban1/Tm7sf2/Ldlr/Hsd17b7/Mvk/Fasn,4,Omit C3,FALSE,FALSE,8,43,49
C3,3,2,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,134,-0.17163552175387037,-0.7815057767577185,0.9346534653465348,0.9346534653465348,0.5312767066180304,2989,"tags=22%, list=23%, signal=18%",Notch1/Cd36/Tnni2/Tnnt1/Eno3/Wwtr1/Ckm/Fabp3/Gadd45b/Cox7a1/Camk2b/Lsp1/Cdkn1a/Foxo4/Nav2/Mef2a/Ablim1/Adcy9/Myh9/Myl6b/Myom1/Gabarapl2/Mef2c/Fxyd1/Lpin1/Rb1/Mef2d/Col6a3/Mras/Ifrd1,4,Omit C3,FALSE,FALSE,9,42,50
S1,2,3,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,176,-0.5431450202228301,-2.544061941440811,1.124043747726319e-15,5.620218738631595e-14,3.4312914404277116e-14,1181,"tags=36%, list=9%, signal=33%",Phlda1/Plek/F3/B4galt5/Ehd1/Tnfsf9/Ptger4/Nr4a2/Fosl1/Trib1/Ninj1/Mcl1/Marcks/Rcan1/Btg1/Vegfa/Litaf/Tgif1/Tnfaip2/Cflar/Sat1/Il1a/Btg3/Klf4/Areg/Cebpb/Eif1/Cd44/Zbtb10/Nfil3/Nfkb1/Nfkbie/Il6/Irs2/Kdm6b/Dennd5a/B4galt1/Sdc4/Ets2/Maff/Gem/Id2/Fosl2/Gch1/Csf1/Rel/Gadd45b/Plau/Pde4b/Ccl5/Fosb/Bcl6/Plaur/Ccrl2/Nr4a1/Cxcl10/Nr4a3/Dusp2/Cd83/Rnf19b/Ptgs2/Tnfaip3/Bcl2a1d,5,Omit S1,FALSE,TRUE,50,1,1
S1,2,3,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,86,0.5769801720706461,2.450518759783177,1.7860556005126588e-10,4.465139001281647e-9,2.726084863940374e-9,1266,"tags=49%, list=10%, signal=44%",Usp18/Irf9/Dhx58/Ifit3/Rtp4/Eif2ak2/Ogfr/Ifit2/Sp110/Cmpk2/Stat2/Oas1a/Lgals3bp/Parp14/Irf1/Irf7/Rsad2/Tap1/Rnf31/Ifitm3/Psme2/Adar/Trafd1/Parp9/Mov10/Uba7/Ifitm1/Ifi35/Oasl1/Parp12/Psme1/Isg15/Cnp/Trim14/Trim12c/Trim21/Isg20/Tmem140/Gmpr/Bst2/Herc6/Wars1,5,Omit S1,FALSE,TRUE,1,50,2
S1,2,3,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,58,0.48647221348053166,1.9066949831082152,1.489430534754999e-4,0.00148943053475499,9.093365370083152e-4,2365,"tags=50%, list=18%, signal=41%",Myc/Mcm5/Nop56/Noc4l/Tmem97/Nop2/Tbrg4/Mybbp1a/Ppan/Grwd1/Mcm4/Srm/Nop16/Pes1/Cdk4/Bysl/Wdr43/Mphosph10/Farsa/Wdr74/Mrto4/Nolc1/Ung/Tcof1/Rrp9/Ipo4/Pa2g4/Hk2/Pprc1,5,Omit S1,FALSE,TRUE,2,49,3
S1,2,3,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,165,0.3930741927433956,1.870570397520002,8.632184754059002e-6,1.438697459009834e-4,8.783626591849511e-5,927,"tags=27%, list=7%, signal=26%",Mthfd2/Usp18/Irf9/Dhx58/Xaf1/Socs1/Ifit3/Rtp4/Eif2ak2/Ogfr/Ifit2/Sp110/Cmpk2/Stat2/Cmklr1/Lgals3bp/Mvp/Parp14/Ptpn6/Irf1/Rapgef6/Irf7/Stat1/Rsad2/Tap1/Rnf31/Pla2g4a/Ifitm3/Psme2/Adar/Znfx1/Zbp1/Trafd1/Pml/Il18bp/Rnf213/Ifi35/Oasl1/Parp12/Psme1/Isg15/Tor1b/Trim14/Trim21/Isg20,5,Omit S1,FALSE,TRUE,3,48,4
S1,2,3,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,163,-0.3862341906838357,-1.7897870858155105,5.129239793726611e-5,6.411549742158264e-4,3.914419842580835e-4,2376,"tags=33%, list=18%, signal=28%",Ets1/Cdkn1b/Pim1/Anxa2/Myh9/Map3k1/Rbpj/Atf3/Nr3c1/Nedd4l/Hexa/Pfkfb3/Slc2a1/P4ha1/Wsb1/Cdkn1c/Slc2a3/Glrx/Eno2/F3/Noct/Csrp2/Rora/Sap30/Pfkp/Eno3/Rragd/Tpi1/Btg1/Vegfa/Atp7a/Prkca/Gcnt2/Pfkl/Cp/S100a4/Aldoa/Tpbg/Tes/Nfil3/Car12/Ids/Il6/Irs2/Slc2a5/Klf7/Sdc4/Maff/Foxo3/Fosl2/Pgk1/Mif/Plaur/Tnfaip3,5,Omit S1,FALSE,TRUE,49,2,5
S1,2,3,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,86,-0.4221035557332721,-1.7744193613845507,8.580559167693617e-4,0.00390025416713346,0.00238120780730253,2678,"tags=40%, list=20%, signal=32%",Elk4/Homer2/Ank/Lman1/Actn1/Uap1/Ccnd3/Ube2i/Tmem50a/Stk39/Tnfaip8/Hmgcs1/Fkbp5/Inpp4b/Maf/Selenop/H1f0/Gnai3/Mertk/Rps6ka3/Abhd2/Ube2j1/Cenpn/Itgav/Sat1/Zbtb10/Appbp2/Ell2/Ngly1/Vapa/Fads1/B4galt1/Ncoa4/B2m,5,Omit S1,FALSE,TRUE,48,3,6
