ID,hallmark_display,hallmark_order,analysis_set,analysis_set_order,estimator,value,p_value,adjusted_p_value,delta_scrublet_negative_minus_allcell,contrast,sensitivity_status
HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon alpha response,1,"Primary: 7,371 Scrublet-negative microglia",1,Hallmark GSEA NES,2.1714562753577713,1.8959256173347885e-7,3.159876028891314e-6,-0.0410968559577034,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon alpha response,1,"Sensitivity: all 7,461 frozen microglia",2,Hallmark GSEA NES,2.2125531313154747,1.507029885270777e-7,3.5578377410064375e-6,-0.0410968559577034,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon gamma response,2,"Primary: 7,371 Scrublet-negative microglia",1,Hallmark GSEA NES,1.5803088067385394,0.00112474316499951,0.00468642985416463,0.01363853397143377,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon gamma response,2,"Sensitivity: all 7,461 frozen microglia",2,Hallmark GSEA NES,1.5666702727671056,0.00169608208792806,0.00652339264587716,0.01363853397143377,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFA signaling via NF-kB,3,"Primary: 7,371 Scrublet-negative microglia",1,Hallmark GSEA NES,-2.470813545455537,6.3430643581081255e-15,3.171532179054063e-13,0.02565824428463603,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFA signaling via NF-kB,3,"Sensitivity: all 7,461 frozen microglia",2,Hallmark GSEA NES,-2.496471789740173,4.1434132195283135e-15,2.071706609764157e-13,0.02565824428463603,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory response,4,"Primary: 7,371 Scrublet-negative microglia",1,Hallmark GSEA NES,-1.8461972784026033,1.3480866927828124e-5,1.3480866927828125e-4,-0.05959231107466278,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory response,4,"Sensitivity: all 7,461 frozen microglia",2,Hallmark GSEA NES,-1.7866049673279405,6.384376985151415e-5,3.9902356157196344e-4,-0.05959231107466278,Combined exposure minus oxygen control,Same six animals under alternative cell-inclusion rule; not independent biological replication
