graph_scope,partition,submitted_trace_label,n_cells_in_submitted_partition,n_variable_seed_runs,mean_best_match_jaccard_variable_seed,sd_best_match_jaccard_variable_seed,median_best_match_jaccard_variable_seed,proportion_variable_seed_runs_jaccard_gt_0.5,n_fixed_seed_runs,mean_best_match_jaccard_fixed_seed,variable_seed_mean_ge_0.75
Graph rebuilt per 80% cell subsample from inherited whole-cell PC1-PC20; 15 neighbors; Leiden resolution 0.4,0,Inflammatory,1650,100,0.5680685680275768,0.13215533916051134,0.545160371325448,0.64,50,0.5440380384516132,FALSE
Graph rebuilt per 80% cell subsample from inherited whole-cell PC1-PC20; 15 neighbors; Leiden resolution 0.4,1,Transitional-A,1381,100,0.5272165957649955,0.16279997752319775,0.5320488188102284,0.59,50,0.5215080112285236,FALSE
Graph rebuilt per 80% cell subsample from inherited whole-cell PC1-PC20; 15 neighbors; Leiden resolution 0.4,2,Homeostatic-A,1285,100,0.48656764240266914,0.17904370735157668,0.443356745621916,0.4,50,0.4711580426037027,FALSE
Graph rebuilt per 80% cell subsample from inherited whole-cell PC1-PC20; 15 neighbors; Leiden resolution 0.4,3,Homeostatic-B,1224,100,0.4126634063975568,0.14188243434111852,0.39741543624926,0.25,50,0.4323023861744094,FALSE
Graph rebuilt per 80% cell subsample from inherited whole-cell PC1-PC20; 15 neighbors; Leiden resolution 0.4,4,Homeostatic-C,1209,100,0.5106049090624797,0.17852117905315365,0.49135982638647646,0.48,50,0.4960733860277543,FALSE
Graph rebuilt per 80% cell subsample from inherited whole-cell PC1-PC20; 15 neighbors; Leiden resolution 0.4,5,Transitional-B,618,100,0.6822785313007923,0.1738366702875015,0.6386514224816977,0.87,50,0.6524801523037934,FALSE
Graph rebuilt per 80% cell subsample from inherited whole-cell PC1-PC20; 15 neighbors; Leiden resolution 0.4,6,Rare,94,100,0.946120876916234,0.03721917441192944,0.9371044303797468,1,50,0.952542163538667,TRUE
