n_cells_primary,n_cells_integrated,n_features_primary,n_features_integrated,n_common_cells_all,n_common_scrublet_negative_microglia,primary_nnz,integrated_nnz,primary_total_umi,integrated_total_umi,umi_removed,umi_removed_percent,integrated_to_primary_umi_ratio,nnz_removed,nnz_removed_percent,n_different_matrix_entries,n_entries_primary_greater,n_entries_integrated_greater,primary_nonzeros_removed,shared_nonzeros_reduced,shared_nonzeros_unchanged,absolute_difference_sum,signed_primary_minus_integrated_sum,maximum_absolute_entry_difference,cells_with_any_payload_difference,target_primary_nnz,target_integrated_nnz,target_primary_total_umi,target_integrated_total_umi,target_umi_removed,target_umi_removed_percent,target_different_matrix_entries,target_primary_nonzeros_removed,target_shared_nonzeros_reduced,target_cells_with_any_payload_difference,target_cells_bit_identical,primary_filtered_gene_universe,integrated_genes_ge10_on_common_cells,common_estimand_build_gate,panel_full_and_loo_direction_gate,gene_full_direction_gate,gene_full_plus_loo_sign_agreement,analytic_inputs,interpretation
20684,20684,27998,27998,20684,7371,45355334,44699057,144682352,141582052,3100300,2.142832181771554,0.9785716781822844,656277,1.4469676267845366,2296567,2296567,0,656277,1640290,43058767,3100300,3100300,680,16600,18143219,17899861,57261942,56056655,1205287,2.104865741367975,920379,243358,677021,5770,1601,13926,13831,PASS,PASS,PASS,48 of 49,"Matrix, barcodes, features, and protocol files verified; checksums retained in the analysis manifest",Same six libraries/cells; Cell Ranger v3.0.2-aggregated processed counts; no added biological replication
