estimand,contrast,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,fdr_lt_0_05,nes_rank_descending,absolute_nes_rank
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,91,-0.5377419663100561,-2.3941954282343594,2.778353482192303e-9,1.3891767410961515e-7,9.651122622352212e-8,4605,"tags=53%, list=24%, signal=40%",Irf7/Usp18/Elf1/Isg15/Rnf31/Herc6/Tdrd7/Casp8/Casp1/Il15/Csf1/Cd74/Ifi35/Wars1/Cnp/Rtp4/Psme1/Helz2/Ogfr/Slc25a28/Nub1/Trim26/Mov10/Lpar6/Psme2/Batf2/Ly6e/Epsti1/Ifih1/Ifi30/Procr/Tmem140/B2m/Ccrl2/Tap1/Cxcl10/Dhx58/Lgals3bp/Gmpr/Bst2/Trim21/Oas1a/Psmb9/Mx2/Irf1/Ifitm3/Ifit3/Samd9l,TRUE,50,1
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,178,-0.4233474693650186,-2.1004942547605983,1.559372940331986e-8,3.898432350829965e-7,2.7083845805766074e-7,4029,"tags=42%, list=21%, signal=34%",Bpgm/Rnf31/Irf5/Herc6/Tdrd7/Oas2/Itgb7/Psmb2/Casp8/Nup93/Rigi/Tnfaip6/Casp1/Il15/Rapgef6/Fcgr1/Cd74/Ifi35/Cfh/Wars1/Pml/Rtp4/Psme1/Helz2/Ogfr/Cdkn1a/Tapbp/Slc25a28/H2-DMa/Irf4/Trim26/Rnf213/Sppl2a/Nfkb1/Stat1/Eif4e3/Psme2/Batf2/St3gal5/Ly6e/Btg1/Epsti1/Mvp/Ifih1/Nampt/Ifi30/Vcam1/Mthfd2/Ptpn6/B2m/Pla2g4a/Tap1/Cxcl10/Ptgs2/Lats2/Dhx58/Pde4b/Icam1/Lgals3bp/Bst2/Irf8/Trim21/Bank1/H2-Aa/Ifnar2/Psmb9/Mx2/Irf1/Ifitm3/Hif1a/Tnfaip3/Slamf7/Ifit3/Il10ra/Samd9l,TRUE,49,2
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,183,-0.3502334697632876,-1.7414376745494418,6.575229839311164e-5,0.001095871639885194,7.613424024465559e-4,3558,"tags=34%, list=18%, signal=28%",Il18/Gem/Tnip2/B4galt5/Dram1/Rnf19b/Rigi/Tnfaip6/Stat5a/Slc2a6/Atp2b1/Csf1/Trib1/Ifngr2/Nfat5/Cdkn1a/Pdlim5/Nfkb1/Tnip1/Pnrc1/Btg3/Btg1/Tsc22d1/Atf3/Ifih1/Nampt/Map2k3/Sat1/Ehd1/Ccrl2/Tap1/Cxcl10/Gpr183/Ptgs2/Ptpre/Ier3/Abca1/Pde4b/Birc3/Rel/Icam1/Tubb2a/Plek/Ccnd1/Tlr2/Irf1/Litaf/Pmepa1/Tiparp/Nfkbie/Slc16a6/Junb/Tnfaip3/Tnf/Plau/F3/Relb/Marcks/Il1a/Nfkb2/Smad3/Cd83/Il6st,TRUE,48,3
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,169,-0.3237670722818592,-1.5941329903254517,5.141076081476617e-4,0.0064263451018457705,0.004464618702334957,3393,"tags=30%, list=18%, signal=25%",Tnfaip6/Il15/Atp2b1/Abi1/P2rx4/Csf1/Clec5a/Sema4d/Slc28a2/Ifngr2/Rtp4/Ifnar1/Acvr2a/Cdkn1a/Tapbp/Nfkb1/Ly6e/Osm/Slamf1/Nampt/Scn1b/Marco/Mmp14/Rnf144b/Ccrl2/Cxcl10/Slc11a2/Gpr183/Ptpre/Abca1/Cd82/Pde4b/Adgre1/Rhog/Icam1/Bst2/Cd48/Ebi3/Il1r1/Tlr2/Irf1/Hif1a/Irak2/Lpar1/Hpn/F3/Ptafr/Il10ra/Il1a/Csf3r/Gna15,TRUE,45,6
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,95,-0.36255500388750667,-1.6406360696792752,0.0033365934740557245,0.03319524096741019,0.023061956882621817,4176,"tags=38%, list=22%, signal=30%",Sod1/Lonp2/Pex6/Ide/Ech1/Cel/Esr2/Retsat/Pex2/Slc25a19/Fis1/Hsd3b7/Slc35b2/Abcb4/Abcd1/Dhrs3/Cat/Mvp/Acaa1a/Abcb1a/Slc23a2/Prdx1/Idi1/Ywhah/Tspo/Pex11a/Acsl4/Pex13/Hsd17b4/Cln8/Pex14/Abcc5/Alb/Ehhadh/Fdps/Fads1,TRUE,47,4
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,51,-0.4070852957326425,-1.6089866993703492,0.0062553883681533504,0.03319524096741019,0.023061956882621817,933,"tags=22%, list=5%, signal=21%",Id3/Bmpr2/Thbs1/Skil/Bmpr1a/Pmepa1/Junb/Fnta/Eng/Hipk2/Smad3,TRUE,46,5
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_COAGULATION,HALLMARK_COAGULATION,106,-0.34005117219206454,-1.5688736563363024,0.007569537763527547,0.03319524096741019,0.023061956882621817,4304,"tags=42%, list=22%, signal=32%",Clu/Lamp2/S100a13/S100a1/Masp2/Cfb/C1qa/Gsn/Pf4/P2ry1/Sh2b2/C2/F10/C8a/Gp9/Usp11/Mst1/Crip2/Lgmn/Cfh/Gnb2/Klk8/Ctsb/Mmp2/Furin/Ctsl/Itga2/A2m/Mmp14/Wdr1/Ctsh/Ctso/Thbs1/Trf/Msrb2/Plek/Cd9/Sirt2/Arf4/Plau/Hpn/F3/Pdgfb/Sparc,TRUE,44,7
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,167,-0.29974604071334565,-1.47635982284211,0.0053216683577826844,0.03319524096741019,0.023061956882621817,5696,"tags=44%, list=29%, signal=31%",Psen1/Usp8/Ccl5/Clu/Lyn/Hspa1a/Lamp2/Fcer1g/Sirt6/Lap3/S100a13/Pdp1/Lcp2/Cfb/C1qa/Rce1/Kynu/Gngt2/Cd46/Irf7/Pfn1/C2/F10/Xpnpep1/Cr2/Src/Akap10/Gp9/Usp16/Msrb1/Gnai3/Prcp/Dgkg/Gnai2/Casp1/Ctss/Lgmn/Cfh/Gnb2/Vcpip1/Ctsb/Usp15/Me1/Itgam/Car2/Ppp4c/Ctsl/Zeb1/Gmfb/S100a9/Gata3/Mmp14/Ehd1/Pla2g4a/Cdk5r1/Prkcd/Rhog/Gpd2/Ctsh/Ctso/Plek/Cd36/Psmb9/Calm1/Irf1/Cpm/Tnfaip3/Ctsc/Lipa/Gca/F3/Kcnip3/Pdgfb,TRUE,42,10
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,193,-0.29241122520430796,-1.4641501070583938,0.0049529328049591,0.03319524096741019,0.023061956882621817,4336,"tags=33%, list=22%, signal=26%",Dlst/Gpx4/Atp5f1a/Eci1/Ndufa1/Cox7a2l/Atp6v1f/Fh1/Cox7b/Mdh1/Ech1/Bckdha/Atp5f1d/Cyc1/Alas1/Retsat/Mpc1/Prdx3/Ndufs1/Uqcrb/Slc25a5/Aifm1/Atp5f1b/Slc25a11/Sucla2/Suclg1/Mrps11/Cox10/Oxa1l/Atp5me/Htra2/Cs/Timm50/Atp6v1h/Cyb5r3/Timm17a/Ndufs7/Opa1/Acaa1a/Cyb5a/Ndufs2/Ndufc2/Ndufa6/Atp6v0b/Ndufa3/Mrpl15/Tcirg1/Mrps15/Ndufa4/Idh3g/Bax/Slc25a3/Atp6v1d/Ndufb6/Atp6v0c/Tomm22/Pdha1/Ndufs8/Por/Dld/Mfn2/Nqo2/Ndufab1,TRUE,41,11
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,168,-0.29608537553867104,-1.462190241806829,0.006013903527128514,0.03319524096741019,0.023061956882621817,3108,"tags=25%, list=16%, signal=21%",Ctss/Trib2/Cfh/Trib1/Il33/Etv4/Tmem176b/Laptm5/Hsd11b1/Hdac9/Cd37/Kif5c/Mmd/Car2/Ephb2/Jup/Etv5/Tfpi/Clec4a3/Abcb1a/Itga2/Scn1b/Dock2/Lcp1/Lat2/Cxcl10/Aldh1a3/Prdm1/Ptgs2/Itgb2/Birc3/Arg1/Tmem176a/Irf8/Tnfaip3/Wnt7a/Eng/Plau/Il10ra/Vwa5a/St6gal1/Nrp1,TRUE,40,12
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,164,-0.29466578078518346,-1.4442978533379707,0.007966857832178445,0.03319524096741019,0.023061956882621817,3774,"tags=32%, list=20%, signal=26%",Il2rg/Eif4g3/Il27ra/Il18/H2-DMb2/Il15/Abi1/Apbb1/Csf1/Glmn/Ctss/Cd74/Wars1/Ifngr2/Akt1/Capg/Acvr2a/Tapbp/Hdac9/H2-DMa/Irf4/Stat1/Cd247/Ikbkb/Fgr/H2-Ob/Cd4/Tpd52/Ptpn6/B2m/Tap1/Flna/Itgb2/Elf4/Ptprc/Icam1/Cd3g/Spi1/Egfr/Irf8/H2-Aa/Ltb/Ifnar2/Ccr5/Tlr2/Ncf4/Hif1a/Eif3j1/Hcls1/Brca1/Tnf/Csk/Tap2,TRUE,39,13
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,195,-0.2849099034920031,-1.431177680761237,0.007056462735858368,0.03319524096741019,0.023061956882621817,4192,"tags=36%, list=22%, signal=29%",Sdf2l1/Sc5d/Eprs1/Pitpnb/Btg2/Cacybp/Tm7sf2/Fkbp2/Hspa4/Hmgcr/Acsl3/Sord/Mcm4/Gmps/Dhcr7/Trib3/Psmb5/Lgmn/Wars1/Mcm2/Slc2a1/Ebp/Psmd14/Nupr1/Cdkn1a/Ddx39a/Ppia/Ssr1/Me1/Abcf2/Pdap1/Elovl6/Add3/Canx/Psma4/Hmbs/Phgdh/Actr2/Nampt/Ak4/Hprt1/Ifi30/Rab1a/Pgm1/Map2k3/Hsp90b1/Prdx1/Mthfd2/Aldoa/Idi1/Psmg1/Qdpr/Nfkbib/Ddit3/Rrm2/Itgb2/P4ha1/Acly/Atp6v1d/Hk2/Cct6a/Cd9/Rpn1/Tpi1/Ctsc/Ung/Mllt11/Arpc5l/Coro1a/Fads1/Actr3,TRUE,38,14
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,94,-0.34470120520564346,-1.5563063927298784,0.008701532110225925,0.03346743119317663,0.02325105746052272,3122,"tags=47%, list=16%, signal=39%",Lamp2/Bet1/Adam10/Tmx1/Ap3s1/Stx7/M6pr/Ap2s1/Rab9/Gla/Sod1/Tsg101/Igf2r/Ergic3/Anp32e/Copb2/Mon2/Clta/Cav2/Bnip3/Cog2/Arfgef2/Scrn1/Atp6v1h/Gnas/Lman1/Tpd52/Sec22b/Arf1/Ap2m1/Arfip1/Abca1/Snx2/Mapk1/Golga4/Cope/Gosr2/Arfgap3/Tom1l1/Egfr/Vamp3/Ctsc/Rab22a/Cltc,TRUE,43,8
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,80,-0.32818105433318684,-1.4215406939767579,0.030025592203258917,0.10723425786878185,0.07449958967725896,1633,"tags=21%, list=8%, signal=20%",Tyk2/Stat1/A2m/Cxcl10/Tnfrsf1a/Cd9/Ebi3/Il1r1/Ltb/Cd36/Tlr2/Irf1/Il13ra1/Tnf/Acvrl1/Csf3r/Il6st,FALSE,37,15
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,141,-0.2841102286036593,-1.3541863022058893,0.03234262604561994,0.1078087534853998,0.07489871294775144,3583,"tags=30%, list=19%, signal=25%",Arrb2/Eif5/Bid/Mapk8ip2/Alas1/Hspa2/Prkaca/Selenow/Cnp/Stard3/Tmbim6/Mgat1/Tst/Furin/Rrad/Hyal2/Pdap1/Car2/Btg3/Btg1/Atf3/Acaa1a/Ctsl/Abcb1a/Aldoa/Dgat1/Stk25/Mmp14/Cdc34/Tap1/Dnajb1/Bcl2l11/Hnrnpu/Prkcd/Fkbp4/Icam1/Rpn1/Irf1/Junb/Grina/Pole3/Tgfbrap1/Il6st,FALSE,36,16
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,187,-0.2607005796127602,-1.2991887353140292,0.037136215896278295,0.11605067467586967,0.08062467924849893,3276,"tags=25%, list=17%, signal=21%",P2rx4/Csf1/Bcl2l1/Cd81/Myo1e/Etv4/Lrrc8c/Col6a1/Itgav/Capg/Furin/Irf4/Dhrs3/Car2/Huwe1/Ptrh2/Plpp1/Abcb1a/Bcl2/Cxcl10/Snx14/Dcps/Ctsz/Uck2/Itgae/P4ha1/Batf3/She/Ttc39b/Bmpr2/Hk2/Cd48/Irf8/Ltb/Eno3/Alcam/Ifitm3/Pth1r/Ncs1/Cst7/Cyfip1/Il10ra/Hipk2/Capn3/Cd83/Nrp1,FALSE,34,18
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,27,0.47368498468512216,1.5288432128364569,0.04933586337760911,0.14177299641397714,0.0984949238244473,1278,"tags=26%, list=7%, signal=24%",Elp4/Mafb/Pax6/G6pc2/Pcsk1/Pklr/Dcx,FALSE,1,9
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,100,-0.2940608783761593,-1.346484606545578,0.05457773807710132,0.14177299641397714,0.0984949238244473,2862,"tags=28%, list=15%, signal=24%",Ppp2r1b/Pla2g12a/Trib3/Slc2a1/Akt1/Arhgdia/Cdkn1a/Grk2/Cab39/Actr2/Map2k3/Hsp90b1/Arf1/Ap2m1/Akt1s1/Nfkbib/Ddit3/Tnfrsf1a/Mapk1/Ecsit/Smad2/Egfr/Ywhab/Cfl1/Dusp3/Rps6ka1/Cltc/Actr3,FALSE,35,17
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,134,-0.26967543263090477,-1.2830235626763316,0.058186869667517474,0.14177299641397714,0.0984949238244473,2582,"tags=22%, list=13%, signal=20%",Acvr2a/Mta1/Pdlim5/Nfkb1/Pik3cd/Sipa1l1/Add3/Tfpi/Kalrn/Map1b/Celf2/Nipbl/Vav2/Cacna1a/Mapk14/Ptprm/Nek7/Inpp4b/Pex14/Bmpr1a/Dab2/Nr3c1/Tgfbr3/Prdm2/Lpar1/Tgfbr2/F3/Apbb2/Smad3/Nrp1,FALSE,32,20
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,165,0.2733580715533722,1.2689093970198313,0.0595446584938704,0.14177299641397714,0.0984949238244473,2486,"tags=19%, list=13%, signal=17%",Dst/Fbln1/Fbln2/Col7a1/P3h1/Bmp1/Col5a1/Serpine1/Col1a1/Mfap5/Postn/Anpep/Cdh6/Fgf2/Mylk/Timp3/Dcn/Col3a1/Ecm1/Slit3/Magee1/Tgfb1/Snai2/Sgcg/Edil3/Abi3bp/Htra1/Col4a1/Adam12/Dkk1/Lum/Lama1,FALSE,2,21
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,191,-0.2526607717342749,-1.2672244823932761,0.05823266415934009,0.14177299641397714,0.0984949238244473,3906,"tags=31%, list=20%, signal=25%",Rab34/Esrra/Atl2/Ptger3/Cox7b/Ech1/Map4k3/Bckdha/Hadh/Araf/Stat5a/Cyc1/Dhcr7/Cd151/Retsat/Gphn/Prdx3/Ubc/Aifm1/Miga2/Suclg1/Elmod3/Tst/Me1/Lpcat3/Ghitm/Apoe/Cs/Coq5/Reep5/Nkiras1/Elovl6/Tkt/Cat/Dnajc15/Sowahc/Pgm1/Col15a1/Aldoa/Dgat1/Atp1b3/Mrpl15/Chuk/Qdpr/Cd302/Idh3g/Stom/Abca1/Lama4/Acly/Riok3/Gpd2/Pex14/Por/Dld/Ddt/Cd36/Ccng2/Samm50/Ndufab1,FALSE,31,22
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,145,-0.26744754066172427,-1.2838120112211187,0.06370595293428713,0.1447862566688344,0.1005883467383481,3622,"tags=23%, list=19%, signal=19%",Nudt9/Xpc/Arl6ip1/Polr2c/Mpc2/Ell/Rad52/Polb/Nme3/Vps28/Pom121/Poll/Rala/Ercc4/Taf9/Pold4/Nelfe/Hprt1/Tarbp2/Ago4/Ddb1/Ncbp2/Pde4b/Gmpr2/Zfp707/Dguok/Aaas/Cant1/Ercc2/Hcls1/Nelfcd/Trp53/Polr2a/Pold1,FALSE,33,19
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,171,-0.2516124349763148,-1.2372742500805491,0.07142857142857142,0.15527950310559005,0.10787839163125204,3180,"tags=26%, list=16%, signal=22%",Nrxn2/Krt31/Sgce/Amigo1/Itga9/Gamt/Arhgef6/Mmp2/Cd34/Layn/Vcl/Atp1a3/Epb41l2/Jup/Col17a1/Itgb1/Sdc3/Actn4/Itga2/Vcam1/Wnk4/Baiap2/Slit2/Fscn1/Actb/Vav2/Sirpa/Myl12b/Ywhah/Map4k2/Nectin4/Mapk14/Ptprc/Icam1/Tial1/Egfr/Actg1/Ptk2/Tsc1/Cap1/Cd276/Evl/Rsu1/Tgfbi,FALSE,30,23
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,153,-0.24786438845637884,-1.2009985040548914,0.10576923076923077,0.22035256410256412,0.15308704453441296,4506,"tags=31%, list=23%, signal=24%",Pdcd4/Bcl2l2/Mgmt/Gpx4/Sod1/Sc5d/Btg2/Igf2r/Jun/H1f0/Il18/Casp8/Pak1/Diablo/Cav1/Bid/Casp1/Retsat/Add1/Bcl2l1/Gpx1/Ebp/Cdkn1a/Mmp2/Cdc25b/Madd/Plcb2/Btg3/Atf3/Bmf/Sat1/Tap1/Bcl2l11/Ddit3/Ier3/Bax/Tspo/Birc3/Ptk2/Tgfbr3/Ccnd1/Irf1/Ifitm3/Brca1/Dpyd/Tnf/Il1a/Gna15,FALSE,27,26
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,64,-0.28857894512292664,-1.2076187424960005,0.15695067264573992,0.30182821662642295,0.2096911820773044,4129,"tags=34%, list=21%, signal=27%",Sc5d/Cxcl16/Tm7sf2/Hmgcr/Ech1/Dhcr7/Trib3/Lgmn/Ebp/Errfi1/Antxr2/Pnrc1/Atf3/Idi1/Ethe1/Pcyt2/Atxn2/Abca2/Actg1/Cd9/Alcam/Fdps,FALSE,28,25
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,179,-0.2328493309445338,-1.1538869347493628,0.15258215962441316,0.30182821662642295,0.2096911820773044,4088,"tags=33%, list=21%, signal=26%",Gde1/Rnf19a/Bpgm/Btg2/Slc10a3/Daam1/Alad/H1f0/Minpp1/Nudt4/Gmps/Rnf123/Lmo2/Synj1/Add1/Tmem9b/Pgls/Slc2a1/Ermap/Blvrb/Sidt2/Abcb6/Kat2b/Ctsb/Usp15/Tent5c/Igsf3/Pdzk1ip1/Htra2/Tspo2/Car2/Lrp10/Cat/Mark3/Hmbs/Abcg2/Map2k3/Ranbp10/Atp6v0a1/Ncoa4/Endod1/Slc11a2/Fbxo9/Ppox/Nfe2l1/Dcaf11/Trak2/Blvra/Kel/Klf3/Riok3/Nek7/E2f2/Prdx2/Nr3c1/Ctns/Sec14l1/Mpp1/Add2,FALSE,26,28
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,139,0.254624729228595,1.155703003002231,0.17697594501718214,0.32773323151330025,0.22768835031450335,3375,"tags=24%, list=17%, signal=20%",Zbtb16/Synpo/Tgfb2/Tgm1/Ryr2/Abcg4/Tex15/Stag3/Slc38a3/Dtnb/Htr1b/Sidt1/Slc5a5/Sox10/Abcb11/Atp6v1b1/Ptgfr/Coq8a/Brdt/Cldn16/Vps50/Pnmt/Slc12a3/Slc30a3/Tenm2/Htr1d/Pax3/Ckm/P2ry4/Kcnmb1/Hnf1a/Rgs11/Cyp39a1/Arpp21,FALSE,3,27
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,47,-0.30940660253343555,-1.209307045448678,0.1888412017167382,0.33093642752083674,0.22991372859342343,5234,"tags=45%, list=27%, signal=33%",Abcc1/Msra/G6pdx/Glrx/Gpx4/Sod1/Cdkn2d/Fes/Prdx4/Lsp1/Srxn1/Cat/Prdx1/Ndufs2/Stk25/Ndufa6/Hmox2/Prdx2/Junb/Ercc2/Hhex,FALSE,29,24
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,192,-0.2237009171486933,-1.122111070850218,0.19194312796208532,0.33093642752083674,0.22991372859342343,3480,"tags=26%, list=18%, signal=22%",Cebpa/Dram1/Rnf19b/Tax1bp3/Casp1/Wwp1/Trib3/Retsat/Tm7sf3/Plk3/Ctsf/Cd81/Traf4/Klk8/Nupr1/Pom121/Cdkn1a/Wrap73/Rrad/Apaf1/Btg1/Prkab1/Rab40c/Tsc22d1/Atf3/Ifi30/Procr/Baiap2/Sat1/H2ac25/Gls2/Tap1/Cdk5r1/Ddit3/Stom/Ptpre/Ier3/Ralgds/Cd82/Bax/Mdm2/Fgf13/Plxnb2/Abcc5/Sdc1/Notch1/Cgrrf1/Vwa5a/Il1a/Trp53,FALSE,25,29
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,177,-0.22449628672938465,-1.1106130467985118,0.2240566037735849,0.37342767295597484,0.25943396226415094,3049,"tags=21%, list=16%, signal=18%",B3gat3/Mif/Pgls/Artn/Depdc1a/Abcb6/Cog2/Ppia/Me1/Pkp2/Rpe/Qsox1/Mpi/Sdc3/Ak4/Pkm/Cyb5a/Aldoa/Miox/Chst12/Ier3/P4ha1/Gmppb/Slc16a3/Fkbp4/B3gnt3/Hk2/Egfr/Dld/B4galt4/Idua/Tpi1/Phka2/Sdc1/Il13ra1/Cenpa/Chst1/Tgfbi,FALSE,24,31
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,91,0.26391571712783124,1.1167548000502705,0.26260869565217393,0.4130434782608695,0.28695652173913044,2627,"tags=19%, list=14%, signal=16%",Fkbp5/Ccnd3/B4galt1/Lifr/Stk39/Homer2/Ptk2b/Gsr/Cdk6/Cdc14b/Adrm1/Herc3/Gucy1a1/Rrp12/Rab4a/Dhcr24/Steap4,FALSE,4,30
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,170,0.23209190484157954,1.0851788660115953,0.2643478260869565,0.4130434782608695,0.28695652173913044,2376,"tags=16%, list=12%, signal=14%",Fkbp5/B4galt1/Mlph/Ablim1/Celsr1/Fasn/Aqp3/Slc39a6/Kazn/Mindy1/Pdlim3/Cldn7/Papss2/Klf10/Sh3bp5/Hr/Stc2/Frk/Sybu/Xbp1/Esrp2/Dynlt3/Rara/Rrp12/Rapgefl1/Anxa9/Rab17,FALSE,5,32
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,34,-0.28627833515806883,-1.0280517761795296,0.39914163090128757,0.5808238763291932,0.4035197456602816,2142,"tags=18%, list=11%, signal=16%",Flot2/Ncoa6/Gata3/Brca1/Rtn4rl1/Sulf2,FALSE,23,33
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,108,0.23728711109773953,1.027973878270292,0.4098073555166375,0.5808238763291932,0.4035197456602816,4994,"tags=30%, list=26%, signal=22%",Ddit4/Nabp1/Xpot/Iars1/Zbtb17/Slc30a5/Tars1/Eif4ebp1/Stc2/Ddx10/Gemin4/Exosc2/Serp1/Xbp1/Cebpb/Dcp2/Tatdn2/Ero1a/Slc7a5/Arfgap1/Rps14/Vegfa/Eif4e/Nolc1/Eif2s1/Exosc4/Dnajb9/Eif4a3/Asns/H2ax/Sec31a/Cebpg,FALSE,6,34
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,28,-0.2988639254593327,-1.020003770503426,0.4125,0.5808238763291932,0.4035197456602816,1533,"tags=18%, list=8%, signal=16%",Fgfr1/Vav2/Lrpap1/Ptk2/Nrp1,FALSE,22,35
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,140,0.22272335771211144,1.0147065704136966,0.44142614601018676,0.5808238763291932,0.4035197456602816,1363,"tags=12%, list=7%, signal=11%",Glul/Gpd1/Pts/Fasn/Etfdh/Bckdhb/Hibch/Aqp7/Cpt2/Acadvl/Grhpr/Hmgcl/Maoa/Xist/Eci2/Aco2/Acadm,FALSE,7,36
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,30,-0.290460847005358,-1.004303237243472,0.42038216560509556,0.5808238763291932,0.4035197456602816,714,"tags=13%, list=4%, signal=13%",Dtx4/Ccnd1/Notch1/Fzd7,FALSE,21,37
