estimand,contrast,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,fdr_lt_0_05,nes_rank_descending,absolute_nes_rank
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,98,-0.2198049983818642,-1.00024142850388,0.44028103044496486,0.5808238763291932,0.4035197456602816,3892,"tags=27%, list=20%, signal=21%",Ezh2/Map7/Pias2/Ide/Tekt2/Ttk/Rad17/Septin4/Hspa2/Pgs1/Hspa1l/Tle4/Dmc1/Agfg1/Sirt1/Cdkn3/Acrv1/Slc2a5/Psmg1/Acrbp/Tnni3/She/Coil/Zc3h14/Slc12a2/Tsn,FALSE,20,38
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,167,0.21333772678033752,0.9944853665356277,0.49477351916376305,0.6311274509803921,0.43846749226006193,3295,"tags=22%, list=17%, signal=18%",Prnp/Ablim1/Actn2/Tnnt2/Ldb3/Tsc2/Col1a1/Fhl1/Fst/Fgf2/Mylk/Schip1/Col3a1/Itga7/Stc2/Tgfb1/Sgcg/Myh2/Fxyd1/Tnnt3/Atp2a1/Sorbs1/Dmd/Adam12/Myl4/Sorbs3/Lpin1/Pgam2/Bdkrb2/Kcnh1/Reep1/Tead4/Ckm/Adcy9/App/Pkia,FALSE,8,39
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,198,-0.1961482223902483,-0.9855565617205065,0.5049019607843137,0.6311274509803921,0.43846749226006193,2494,"tags=18%, list=13%, signal=16%",Ophn1/Ckap5/Cd2ap/Vcl/Pdlim5/Cdc42/Als2/Epb41l2/Katna1/Sos1/Dynll2/Pafah1b1/Actn4/Arhgap29/Fscn1/Dock2/Clip2/Katnb1/Bcl2l11/Flna/Capzb/Bcr/Mid1ip1/Trio/Tubgcp5/Tsc1/Nusap1/Arhgap5/Bin1/Arhgap4/Hdac6/Prex1/Clip1/Map1s/Arl8a/Marcks,FALSE,19,40
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,170,0.20882378780690006,0.9763854599031243,0.5234782608695652,0.6383881230116648,0.4435117486186303,3430,"tags=21%, list=18%, signal=17%",Ddit4/Slc2a3/Rbpj/Ackr3/Pam/Col5a1/Serpine1/Foxo3/Tes/Grhpr/Dcn/Ndst1/Pklr/Aldoc/Stc2/S100a4/Ext1/Chst3/Bnip3l/Pfkl/Pdk1/Jmjd6/Tpst2/Irs2/Dpysl4/Ero1a/Pgam2/Noct/Cdkn1b/Casp6/Gcnt2/Fosl2/Sdc4/Prkca/Angptl4,FALSE,9,41
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,165,0.20283029230371555,0.9415242887906187,0.5901926444833625,0.702610291051622,0.4881292548358638,1315,"tags=12%, list=7%, signal=11%",Pts/Fbln1/Ninj1/Gsto1/Tgfb2/Gckr/Etfdh/Nfs1/Serpine1/Cyfip2/Gnmt/Papss2/Gsr/Lpin2/Angptl3/Maoa/Gad1/Man1a/Slc1a5/Aco2,FALSE,10,43
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,31,-0.26083443686131086,-0.9097468508311642,0.6150537634408603,0.7151787946986747,0.4968610573696056,3504,"tags=26%, list=18%, signal=21%",Gli1/Tle1/Pml/Ophn1/Cdk5r1/Adgrg1/Dpysl2/Nrp1,FALSE,16,45
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,168,-0.19098202304560383,-0.943147056654733,0.6425233644859814,0.7201276680630362,0.500299222022741,2226,"tags=23%, list=12%, signal=21%",St6galnac2/Siah2/Ptger3/Sord/Zfp36/Car12/Cav1/Dhcr7/Celsr2/Amfr/Aldh3b1/Fgfr3/Blvrb/Tst/Plxnb1/Car2/Nab2/Add3/Btg3/Large1/Hprt1/Ptpn6/Itpk1/S100a9/Bcl2/Rps6ka2/Slc26a2/Pdzk1/Fkbp4/Slc22a5/Abca3/Scube2/Cd9/Bag1/Mapt/Ccnd1/Igfbp4/Ckb/Il6st,FALSE,18,42
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,58,0.23241204429716167,0.8985035834806113,0.6481149012567325,0.7201276680630362,0.500299222022741,5734,"tags=40%, list=30%, signal=28%",Aimp2/Bysl/Mphosph10/Dctpp1/Ndufaf4/Srm/Rrp12/Grwd1/Rcl1/Mrto4/Tfb2m/Slc29a2/Nolc1/Utp20/Noc4l/Myc/Rrp9/Hspe1/Phb1/Gnl3/Mcm5/Nop16/Prmt3,FALSE,11,47
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,191,-0.1853949285778293,-0.9298514794867443,0.6784037558685446,0.7225073496437291,0.5019524744893276,4238,"tags=28%, list=22%, signal=22%",Pttg1/Srsf2/Cdkn2c/Fancc/Mnat1/H2az1/Cks2/Ewsr1/Incenp/Arid4a/Numa1/E2f3/Ttk/Egf/Srsf1/E2f4/Orc6/Smc1a/Cbx1/Cul5/Mcm2/Pml/Ccna2/Snrpd1/Cdc45/Rad21/Hspa8/Ddx39a/Cdc25b/Cdkn3/Katna1/Tra2b/Chek1/Pafah1b1/Casp8ap2/Mcm3/Pbk/G3bp1/Knl1/Uck2/Hnrnpu/Dr1/Mapk14/Ss18/E2f2/Ccnd1/Hif1a/Nusap1/Chaf1a/Cenpa/Marcks/Slc12a2/Smad3,FALSE,17,44
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,98,-0.19947692167894196,-0.9077367783378125,0.6791569086651054,0.7225073496437291,0.5019524744893276,2868,"tags=22%, list=15%, signal=19%",Nr3c2/Pex7/Retsat/Hsd3b7/Slc35b2/Abcd1/Npc1/Pnpla8/Cat/Slc23a2/Idi1/Bmp6/Abca1/Pex11a/Pex13/Hsd17b4/Abca2/Cyp27a1/Abca3/Pfkm/Cyp7a1/Fads1,FALSE,15,46
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,196,0.18792362090623965,0.8981708253555089,0.7205387205387206,0.750561167227834,0.5214424951267057,3926,"tags=23%, list=20%, signal=19%",Hmmr/Dclre1b/Exosc8/Mad2l1/Usp1/Mlh1/Cbx5/Pms2/Lbr/Pold3/Dctpp1/Cse1l/Nup205/E2f8/Kif2c/Chek2/Rpa1/Lig1/Pop7/Ran/Stmn1/Ppp1r8/Mre11a/Wdr90/Mms22l/Tubg1/Cenpm/Dnmt1/Cdkn1b/Brca2/Birc5/Tacc3/Rfc1/Pds5b/Lmnb1/Ccp110/Tipin/Ppm1d/Pola2/Nolc1/Hmgb2/Kif18b/Prim2/Ncapd2/Ak2/Mybl2,FALSE,12,48
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,192,-0.16006508092853008,-0.8029059587943171,0.9454976303317536,0.9454976303317536,0.6568720379146921,3597,"tags=21%, list=19%, signal=18%",Eef1b2/Psmb2/Srsf1/Hnrnpa2b1/Mcm4/Cyc1/Psmd1/Psmd7/Prdx4/Prdx3/Ppm1g/Mcm2/Ccna2/Snrpd1/Sf3b3/Vbp1/Cdc45/Pa2g4/Psmd14/Ppia/Eif3b/Txnl4a/Snrpa/Hnrnpc/Tra2b/Canx/Psma4/Hprt1/Rps3/Ncbp1/Ruvbl2/G3bp1/Ncbp2/Psma1/Hnrnpu/Slc25a3/Ddx18/Xrcc6/Eif3j1/Pole3/Ndufab1,FALSE,14,49
treatment_6h,6 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,34,-0.18977987282261854,-0.6815169413036151,0.927038626609442,0.9454976303317536,0.6568720379146921,436,"tags=21%, list=2%, signal=20%",Ppard/Ptch1/Kat2a/Skp2/Numb/Notch1/Trp53,FALSE,13,50
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,93,0.40572699928875006,1.76873022322123,7.140846390546199e-4,0.019173296514620727,0.01735687895007771,2991,"tags=33%, list=17%, signal=28%",Yipf6/Scamp1/Vps4b/Ap2b1/Rab9/Cltc/Sgms1/Copb2/Bnip3/Stx16/Sec24d/Dst/Cd63/Adam10/Rab5a/Atp6v1h/Anp32e/Lamp2/Bet1/M6pr/Ppt1/Stx7/Arfgef2/Dnm1l/Ykt6/Rab14/Cav2/Tpd52/Golga4/Ergic3/Kif1b,TRUE,1,1
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,91,0.38986078939123225,1.6887351433121096,0.0011503977908772435,0.019173296514620727,0.01735687895007771,2526,"tags=32%, list=14%, signal=27%",Ifit2/Psmb9/Il7/Irf9/Wars1/Lgals3bp/Rsad2/Parp9/Ifit3/C1s1/Mx2/Lpar6/Pnpt1/B2m/Ogfr/Rnf31/Batf2/Cd47/Epsti1/Trim14/Eif2ak2/Tap1/Usp18/Csf1/Tdrd7/Ifih1/Trim25/Lap3/Psmb8,TRUE,2,2
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,177,0.32842200933421384,1.5880505646855847,7.813646994233621e-4,0.019173296514620727,0.01735687895007771,4886,"tags=43%, list=28%, signal=31%",Ifit2/Psmb9/Il7/Apol6/Irf9/Ptpn1/Wars1/Lgals3bp/Pim1/Rsad2/Fgl2/Pla2g4a/Ifit3/P2ry14/Eif4e3/C1s1/Mx2/Mvp/Sod2/Mthfd2/Il15ra/Pnpt1/Ptpn2/B2m/Nampt/Sri/Ogfr/Rnf31/Batf2/Epsti1/Trim14/Eif2ak2/Tap1/Usp18/Tdrd7/Ifih1/St3gal5/Nlrc5/Oas3/Trim25/H2-DMa/Lap3/Psmb8/Tnfsf10/Il6/Nod1/Pfkp/Znfx1/Trafd1/Irf7/Rapgef6/Cd69/Oas2/Tapbp/Ifitm3/Cfh/Stat1/Tor1b/Rnf213/Psmb2/Adar/Pnp/Il4ra/Psmb10/Rbck1/Selp/Cmklr1/Ly6e/Icam1/Herc6/Cxcl10/Ptgs2/Irf5/Plscr1/Itgb7/Stat4,TRUE,3,3
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,64,-0.37084767239951455,-1.5135883761784317,0.014296192203133861,0.17870240253917327,0.16177270124598844,2534,"tags=28%, list=14%, signal=24%",Ctnnb1/Cxcl16/Sema3b/Ldlr/Chka/Niban1/Antxr2/Alcam/Dhcr7/Trp53inp1/Atf5/Gldc/Sc5d/Pnrc1/Atxn2/Cpeb2/Acss2/Lss,FALSE,50,4
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,79,0.3310819571913468,1.4070003884662152,0.030517430212242444,0.2543119184353537,0.230219210373057,3084,"tags=27%, list=18%, signal=22%",Il6st/Il7/Irf9/Ptpn1/Pim1/Il13ra1/Il15ra/Ptpn2/Il17ra/Cxcl2/Tnfrsf1b/Hmox1/Il17rb/Ebi3/Csf1/Osmr/Il9r/Cd9/Il6/Cbl/Cd44,FALSE,4,5
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,162,0.28045048394525895,1.346362599637131,0.026556657109092004,0.2543119184353537,0.230219210373057,1893,"tags=17%, list=11%, signal=16%",Lta4h/Psmb9/Lck/Pim1/Brpf3/Itgam/Usp14/Pla2g4a/Fdx1/Zeb1/Ctsl/C1s1/Ctss/Gnai3/Prep/Ltf/Hpcal4/Cpm/Ctso/Rnf4/Ctsh/Usp15/Ctsd/Gpd2/Ctsb/Lamp2/C1qa/Pdp1,FALSE,5,6
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,154,-0.2765677099749595,-1.3155556269928619,0.038058535559490105,0.2718466825677865,0.24609278632452247,3361,"tags=28%, list=19%, signal=23%",Lpin1/Chrng/Adcy9/Pfkm/Mapk12/Ifrd1/Cacna1h/Vipr1/Cnn3/Notch1/Myom2/Sorbs1/Kifc3/Bag1/Igf1/Sgcd/Eno3/Plxnb2/Tnnc1/Myh8/Agrn/Bin1/Itgb5/Pkia/Mybpc3/Large1/Slc6a8/Sgcg/Itgb4/Col6a2/Akt2/Ak1/Tcap/Rb1/Mef2d/Sptan1/Kcnh2/Bhlhe40/Tnni1/Ryr1/Myh7/Mylk/Nos1,FALSE,49,7
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,177,-0.26798902227823695,-1.293214001240908,0.05109169009464023,0.2824858757062147,0.25572405590246805,3926,"tags=28%, list=22%, signal=22%",Trip10/Rnf19b/Klf10/Btg1/Nfkb1/Id2/Ifngr2/Btg2/Jun/Relb/Tnip1/Ccnd1/Rela/B4galt5/Eif1/Ier2/Dusp1/Traf1/Pfkfb3/Ets2/Tnfaip3/Junb/Fosb/Mcl1/Ldlr/Dennd5a/Il18/Ccnl1/Edn1/Tnfrsf9/Tnc/Egr1/Yrdc/Zfp36/Inhba/Marcks/Il1a/Nr4a1/Klf4/Kdm6b/Map2k3/Ier5/Pnrc1/Bhlhe40/Klf2/Rhob/Birc3/Trib1/Lif,FALSE,48,8
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,193,0.25623255451801336,1.2468215195884094,0.05162523900573614,0.2824858757062147,0.25572405590246805,4805,"tags=38%, list=27%, signal=28%",Sdha/Uqcrc2/Hadha/Fdx1/Ogdh/Cox6b1/Timm13/Idh3a/Alas1/Fxn/Oat/Ndufs8/Atp1b1/Ndufs1/Mtrr/Cox5b/Ndufa1/Prdx3/Etfdh/Uqcrc1/Atp6v1d/Pdhx/Atp6v1h/Slc25a11/Ndufb3/Mrps22/Acadsb/Pdp1/Tomm22/Atp6v1c1/Sdhd/Ndufa9/Sucla2/Oxa1l/Atp6ap1/Hadhb/Got2/Mtrf1/Idh3g/Cs/Slc25a12/Cyb5r3/Vdac3/Atp6v1e1/Pmpca/Slc25a3/Aco2/Aldh6a1/Etfb/Retsat/Atp5mc1/Mgst3/Cox5a/Pdk4/Cox7c/Timm17a/Cyc1/Atp5pd/Acaa2/Ndufa4/Glud1/Slc25a4/Uqcrb/Ndufv1/Mdh1/Pdhb/Fh1/Ndufa2/Bckdha/Atp6v0e/Mrps15/Ndufs3/Decr1,FALSE,6,10
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,157,0.25849073684877766,1.230895142969063,0.0710172744721689,0.2824858757062147,0.25572405590246805,4949,"tags=37%, list=28%, signal=27%",Il7/Lck/Wars1/Ptprc/Eif3a/Tlr3/Ctss/Fcgr2b/Igsf6/Zap70/Ly86/Traf2/Acvr2a/B2m/Capg/Apbb1/Mtif2/Cd47/Gcnt1/Ncr1/Ets1/Tap1/Csf1/Ikbkb/Prkcg/Cd3g/Nme1/H2-DMa/Glmn/Mmp9/Tpd52/Il6/Rars1/Map4k1/H2-Oa/Irf7/Ccr5/Tapbp/Nos2/Il11/Rpl9/Egfr/Stat1/Mrpl3/H2-DMb2/Srgn/Aars1/Il4ra/Bcl10/Prf1/Psmb10/Icam1/Eif3d/Ache/Abce1/Stat4/Rps3a1/Tlr2,FALSE,8,12
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,197,0.25118746311692636,1.225998856246838,0.059845559845559844,0.2824858757062147,0.25572405590246805,5070,"tags=38%, list=29%, signal=27%",Lbr/Rad50/Syncrip/Bub1b/Dclre1b/Ccp110/Nudt21/Ppp1r8/Mki67/Plk1/Mcm3/Spc25/Eed/Top2a/Orc2/Mthfd2/Hmgb2/Ccnb2/Stmn1/Nup205/Prdx4/Nolc1/Hmga1b/Pms2/Ing3/Ube2t/Anp32e/Plk4/Hnrnpd/Rbbp7/Trp53/Nme1/Lmnb1/Cdc20/Mre11a/Nup107/Tipin/Brms1l/Ung/Diaph3/Rpa2/Cdk1/Nup153/Rad1/Aurka/Cse1l/Dscc1/Melk/Cdca8/Prim2/Usp1/Lyar/Smc1a/Eif2s1/Pola2/Kif4/Bard1/H2ax/Msh2/Cks2/Tubg1/Hus1/Xpo1/Chek1/E2f8/Dctpp1/Brca2/Spag5/Kif22/Pold1/Rpa3/Tk1/Mxd3/Tubb5,FALSE,9,13
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,160,0.2555915950245549,1.2215402370873358,0.07924528301886792,0.2824858757062147,0.25572405590246805,3137,"tags=23%, list=18%, signal=19%",Celsr2/Kdm4b/Il6st/Mlph/Sult2b1/Fkbp5/Mybbp1a/Endod1/Bcl11b/Hspb8/Slc7a5/Eeig1/Blvrb/Add3/Fkbp4/Aldh3b1/Slc39a6/Kazn/Pex11a/Fasn/Il17rb/Nav2/Pdlim3/Mast4/Cant1/Slc24a3/Slc1a1/Ugcg/Pdzk1/Tubb2b/Farp1/Olfm1/Slc1a4/Nxt1/Rhod/Cd44/Ablim1,FALSE,10,15
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,186,-0.24918741292190486,-1.2187278921961742,0.08125,0.2824858757062147,0.25572405590246805,2762,"tags=21%, list=16%, signal=18%",Fas/Foxo3/Notch1/Aen/Prkab1/Gls2/Ada/Osgin1/Plxnb2/Tchh/Pom121/Coq8a/Abcc5/Slc7a11/Slc35d1/Cgrrf1/Hras/Rad51c/Itgb4/Procr/Il1a/Ak1/Plk3/H2aj/Pvt1/Cdk5r1/Tm4sf1/Rb1/Zfp36l1/Klf4/Tprkb/Ier5/Bax/Txnip/Tnni1/Cebpa/Apaf1/Lif/Vdr,FALSE,45,16
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,193,0.24869663217708418,1.2101519006077461,0.07839388145315487,0.2824858757062147,0.25572405590246805,4236,"tags=32%, list=24%, signal=24%",Lbr/Kif23/Syncrip/G3bp1/Prc1/Exo1/Snrpd1/Kif15/Rad54l/Nusap1/Mki67/Nek2/Plk1/Mcm3/Ccnf/Slc7a5/Top2a/E2f1/Ccnb2/Stmn1/H2az2/Lig3/Dbf4/Nolc1/Hmga1b/Incenp/Foxn3/Plk4/Ss18/Hnrnpd/Top1/Lmnb1/Cdc20/Rbl1/Meis2/E2f4/Slc38a1/Troap/Cdc45/Rpa2/Cdk1/Efna5/Meis1/Tnpo2/Bub1/Bub3/Aurka/Polq/Prim2/Hira/Slc7a1/Smc1a/Ccna2/Amd1/Pola2/Kif4/Cul1/Bard1/Wrn/H2ax/Cks2,FALSE,11,17
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,161,0.2522642233018653,1.207461651562287,0.096045197740113,0.2824858757062147,0.25572405590246805,3088,"tags=24%, list=18%, signal=20%",Celsr2/Chst8/Homer2/Il6st/Sult2b1/Fkbp5/Cdh1/Hspb8/Ltf/Slc7a5/Top2a/Eeig1/Blvrb/Add3/Mocs2/Fkbp4/Kif20a/Aldh3b1/Llgl2/Perp/Th/Plk4/Il17rb/Pdlim3/Lamc2/Prlr/Cdc20/Slc24a3/Igsf1/Xrcc3/Mest/Pdzk1/Farp1/Cd9/Olfm1/Slc1a4/Nxt1/Cd44/Hprt1,FALSE,13,19
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,170,0.2519263755062404,1.2064631293257702,0.08812260536398467,0.2824858757062147,0.25572405590246805,3861,"tags=29%, list=22%, signal=23%",Tes/Map3k1/Gcnt2/Pim1/Sult2b1/Galk1/Errfi1/Rora/Slc6a6/Ddit4/Gaa/Lox/Kif5a/Hs3st1/Slc2a3/Vegfa/Angptl4/Pgm2/Gapdhs/Pgm1/Hmox1/Ero1a/Ets1/Gys1/Hexa/Rbpj/Glrx/Pgam2/Plaur/Tpd52/Dcn/Il6/Akap12/Slc2a5/Ncan/Pdk3/Tgfbi/Pfkp/Sdc3/Gck/Anxa2/Rragd/Plin2/Cav1/Phkg1/Bcan/Chst2/Egfr/Serpine1,FALSE,14,20
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,192,0.2466740951257239,1.2003235016831821,0.09423076923076923,0.2824858757062147,0.25572405590246805,4499,"tags=34%, list=26%, signal=26%",Snrpd3/Syncrip/G3bp1/Snrpd1/Etf1/Eif4h/Eef1b2/Orc2/Iars1/Nop16/Prdx3/Dhx15/Prdx4/Nolc1/Uba2/Mrpl23/Cad/Snrpg/Hnrnpr/Hnrnpd/Ppia/Psmd14/Canx/Nme1/Cdc20/Xpot/Impdh2/Sf3b3/C1qbp/Erh/Got2/Psma6/Cdc45/Pabpc1/Ube2e1/Hprt1/Vdac3/Bub3/Cct7/Hddc2/Acp1/Cct4/Txnl4a/Lsm2/Mrps18b/Slc25a3/Usp1/Ilf2/Cdk2/Snrpd2/Cox5a/Eif2s1/Prps2/Ccna2/Cul1/Cyc1/Psmb2/Pgk1/Rpl14/Rack1/Rsl1d1/Rrm1/Rad23b/Xpo1/Psmd8/Rplp0,FALSE,15,21
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,189,0.24588506222894382,1.191540964006782,0.10384615384615385,0.2884615384615385,0.2611336032388664,3518,"tags=28%, list=20%, signal=22%",Tes/Lta4h/Wars1/Fgl2/Etf1/Slc6a6/Plk1/Mllt11/Ddit4/Ccnf/Slc7a5/Atp2a2/Mthfd2/Hmgcr/Slc2a3/Add3/Nup205/Nampt/Atp6v1d/Psph/Idi1/Nupr1/Pgm1/Ero1a/Ssr1/Acsl3/Ccng1/Cyp51/Coro1a/Hmgcs1/M6pr/Rpn1/Ppia/Psmd14/Canx/Glrx/Ykt6/Rit1/Cd9/Psmd13/Dhfr/Slc1a4/Ung/Egln3/Bub1/Hprt1/Aurka/Tbk1/Skap2/Phgdh/Acaca/Sytl2,FALSE,16,22
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,58,0.31281925500016516,1.2420193352970108,0.12030075187969924,0.31658092599920856,0.2865890487992835,1642,"tags=19%, list=9%, signal=17%",Slc19a1/Mybbp1a/Utp20/Plk1/Map3k6/Nop16/Bysl/Nolc1/Pes1/Prmt3/Plk4,FALSE,7,11
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,29,-0.37357902277072763,-1.270193895130529,0.1475054229934924,0.3402547548420869,0.3080200938570471,3302,"tags=38%, list=19%, signal=31%",Dtx4/St3gal6/Ccnd1/Dll1/Wnt5a/Notch1/Dtx1/Kat2a/Fzd7/Psenen/Tcf7l2,FALSE,47,9
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,198,0.2380229805813406,1.1629652389901703,0.1450676982591876,0.3402547548420869,0.3080200938570471,3349,"tags=24%, list=19%, signal=20%",Kif23/Dlg1/Ckap5/Prc1/Tubgcp5/Hdac6/Kif15/Dock2/Net1/Nusap1/Rictor/Nek2/Cep57/Plk1/Gemin4/Dst/Vcl/Ssh2/Top2a/Pcm1/Ccnb2/Arhgef2/Cntrob/Pdlim5/Incenp/Actn4/Sass6/Itsn1/Clip2/Arhgdia/Lmnb1/Nedd9/Cdc42/Rabgap1/Farp1/Atg4b/Csnk1d/Bcl2l11/Myo1e/Tsc1/Kif1b/Cdk1/Bub1/Tbcd/Ezr/Aurka/Cpap/Rapgef6,FALSE,17,23
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,169,0.24060587011027407,1.1520289119968763,0.14971209213051823,0.3402547548420869,0.3080200938570471,3325,"tags=27%, list=19%, signal=22%",Qsox1/Copb2/Galk1/Alg1/Akr1a1/Ddit4/Il13ra1/Stmn1/Vegfa/Fkbp4/Paxip1/Angptl4/Kif20a/Pgm2/Gapdhs/B4galt7/Slc16a3/Galk2/Pcx/Ero1a/Abcb6/Mpi/Gys1/Ppia/Hs2st1/Glrx/Vcan/Pgam2/Got2/Dcn/Chpf/Lhpp/Rars1/Idua/Capn5/Egln3/Gusb/Pdk3/Tgfbi/Pfkp/Cdk1/Cd44/Sdc3/Aurka/Gnpda1/Rragd,FALSE,18,24
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,24,-0.3788355114760678,-1.2253212744175281,0.1986754966887417,0.41735537190082644,0.3778164419312745,1517,"tags=29%, list=9%, signal=27%",Pax6/Srp14/Mafb/Pcsk2/Akt3/Dpp4/Vdr,FALSE,46,14
treatment_48h,48 h: isoflurane plus laparotomy minus source-labelled control,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,35,0.34052410724829446,1.209843358179594,0.20038167938931298,0.41735537190082644,0.3778164419312745,5713,"tags=46%, list=32%, signal=31%",Adam10/Sulf2/Ncoa6/Plaur/Efna5/Akap7/Ghrl/Tmem8b/Rhcg/App/Ephb4/Scube1/Rtn4rl1/Flot2/Il2rg/Ntng1,FALSE,12,18
