analysis_set,biological_unit,panel,panel_genes,panel_size,selection_status,normalization,symbol_deduplication,n_expression_features,gene_pool,seed,ctrl_size,n_bins,use_raw,ctrl_as_ref,n_control_genes,relevant_expression_bins,control_set_sha256,feature_universe_sha256,panel_sha256,scanpy_version,scanpy_score_genes_source_sha256,anndata_version,numpy_distribution_version,numpy_imported_runtime_version,numpy_version_metadata_runtime_discordant,pandas_version,scipy_version,per_cell_score_identity_max_abs_residual,canonical_animal_score_max_abs_residual,interpretation_limit
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,7,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,False,True,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,d45a6462afe691448a866b2787a567fdf3fd14e8b533e6cc816dadfa04c60e39,618740475974430a371ca4926e660cfd372d25b3b8f4a2129bfb2764300626ea,1.11.5,1974378ba371cbcd317bda1afb50a3c4ab91db2289cd28c0efa0d4b6c22bab1f,0.12.10,2.0.2,2.0.0,True,2.3.3,1.17.1,0.0,8.326672684688674e-17,The matched-control component is an algorithmic reference; the decomposition is not a biological pathway or mechanism
