selection,panel,sweep,n_runs,n_cells,n_genes,mean_difference_min,mean_difference_median,mean_difference_max,d_min,d_median,d_max,exact_perm_p_min,exact_perm_p_max,diff_no_s3_min,diff_no_s3_max,d_no_s3_min,d_no_s3_max,n_sign_preserved_without_s3
predicted_doublet_false,core_isg7,bin_sweep,3,7371,27933,0.045882810716542946,0.04649471117813342,0.04665080080002649,0.6924551642739312,0.7061599688126831,0.7137166150596257,0.8,0.8,-0.007538744604951082,-0.00608966251040171,-0.6232461030392791,-0.5378878025588492,0
predicted_doublet_false,core_isg7,control_size_sweep,4,7371,27933,0.0452833505630018,0.04584799293510637,0.04649471117813342,0.6860799110147299,0.7029501084523332,0.7137166150596257,0.8,0.8,-0.007986732271061739,-0.00608966251040171,-0.6922013096246661,-0.5378878025588492,0
predicted_doublet_false,core_isg7,seed_sweep,20,7371,27933,0.0443867621047195,0.04643220145672865,0.04768956753304143,0.6826983468074233,0.7050791852350142,0.7234087412375049,0.7,0.8,-0.008221497638220901,-0.005457646019978828,-0.8182219656383406,-0.4733344741717787,0
predicted_doublet_false,ieg13,bin_sweep,3,7371,27933,0.12485902752250899,0.13719777116325504,0.1471180473012097,1.5917090106689502,1.6013964916963443,1.8117673443440003,0.1,0.2,0.1773527226171998,0.20927543556049422,3.133287458806846,3.5243159706668554,3
predicted_doublet_false,ieg13,control_size_sweep,4,7371,27933,0.14326902505054862,0.1449430768763319,0.1471180473012097,1.5595234025858766,1.5851040384273785,1.6201130527452063,0.2,0.2,0.20191232822097227,0.21013317226316697,3.3894104263307607,3.535701843885997,4
predicted_doublet_false,ieg13,seed_sweep,20,7371,27933,0.12975968588356057,0.14219925899445462,0.15319175203531987,1.4821325681064321,1.8130297619967308,1.951516502842182,0.1,0.2,0.17852774329603416,0.2077328027076979,2.916283514105329,3.8733034863124534,20
